episode_id,show_type,campaign,arc,episode_number,title,airdate,vod_url,wiki_url,runtime,watched,notes,has_cooldown,cooldown_date
"Webseries|Narrative Telephone|10|Two Brothers, One Coast",Webseries,Narrative Telephone,,10,"Two Brothers, One Coast",2020-11-17,https://web.archive.org/web/20220531065353/https://www.youtube.com/watch?v=pn2THUUZigY,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_10,,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|117|The Tortoise and The Dare,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,117,The Tortoise and The Dare,2020-11-19,https://www.youtube.com/watch?v=pRgFL6Zi3nM,https://criticalrole.fandom.com/wiki/The_Tortoise_and_The_Dare,4:16:04,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|118|Solace Between the Secrets,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,118,Solace Between the Secrets,2020-12-03,https://www.youtube.com/watch?v=KcwtwrI1-dc,https://criticalrole.fandom.com/wiki/Solace_Between_the_Secrets,4:31:32,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|119|Malice and Mystery Below,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,119,Malice and Mystery Below,2020-12-10,https://www.youtube.com/watch?v=xAQy-ompDc4,https://criticalrole.fandom.com/wiki/Malice_and_Mystery_Below,3:27:28,False,,False,
Talk Show|Talks Machina|151|Up to C2E119 - Malice and Mystery Below,Talk Show,Talks Machina,,151,Up to C2E119 - Malice and Mystery Below,2020-12-15,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/1yh9ysrf268,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_151,,False,Hosted by Brian Wayne Foster,False,
Webseries|Narrative Telephone|11|The Night Before Winter's Crest,Webseries,Narrative Telephone,,11,The Night Before Winter's Crest,2020-12-15,https://www.youtube.com/watch?v=VH0LXCxNLfU,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_11,,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|120|Contentious Company,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,120,Contentious Company,2020-12-17,https://www.youtube.com/watch?v=EDudet-qZIg,https://criticalrole.fandom.com/wiki/Contentious_Company,3:50:41,False,,False,
,Recap,Crit Recap Animated,,1,Meet the Mighty Nein,2020-12-23,https://www.youtube.com/watch?v=yUcNq8zd6EI,https://criticalrole.fandom.com/wiki/Crit_Recap_Animated,0:03:07,False,Intro to the Mighty Nein,False,
Main Campaign|Campaign Two: The Mighty Nein|121|Ice and Fire,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,121,Ice and Fire,2021-01-14,https://www.youtube.com/watch?v=rLdtEUHzmGU,https://criticalrole.fandom.com/wiki/Ice_and_Fire,3:21:14,False,,False,
Talk Show|Talks Machina|152|Up to C2E121 - Ice and Fire,Talk Show,Talks Machina,,152,Up to C2E121 - Ice and Fire,2021-01-19,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/ZqAujrTiOek,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_152,,False,Hosted by Brian Wayne Foster,False,
Webseries|Narrative Telephone|12|Mica Burton Murders Cast,Webseries,Narrative Telephone,,12,Mica Burton Murders Cast,2021-01-19,https://youtu.be/83ERmHbk5U8,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_12,,False,,False,
"Main Campaign|Campaign Two: The Mighty Nein|122|Nothing Ventured, Nothing Gained",Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,122,"Nothing Ventured, Nothing Gained",2021-01-21,https://www.youtube.com/watch?v=lY_niV3P0IU,"https://criticalrole.fandom.com/wiki/Nothing_Ventured,_Nothing_Gained",3:36:49,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|123|Fair-weather Faith,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,123,Fair-weather Faith,2021-01-28,https://www.youtube.com/watch?v=uHGvn3IPh5k,https://criticalrole.fandom.com/wiki/Fair-weather_Faith,5:24:27,False,,False,
Talk Show|Talks Machina|153|Up to C2E123 - Fair-weather Faith,Talk Show,Talks Machina,,153,Up to C2E123 - Fair-weather Faith,2021-02-02,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/gKhRYXNxofc,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_153,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign Two: The Mighty Nein|124|A Walk to Warmer Welcomes,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,124,A Walk to Warmer Welcomes,2021-02-04,https://www.youtube.com/watch?v=qZUW4zdS6dk,https://criticalrole.fandom.com/wiki/A_Walk_to_Warmer_Welcomes,4:23:27,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|125|The Neverending Day,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,125,The Neverending Day,2021-02-11,https://www.youtube.com/watch?v=bfWYxuiegX8,https://criticalrole.fandom.com/wiki/The_Neverending_Day,3:45:24,False,,False,
Talk Show|Talks Machina|154|Up to C2E125 - The Neverending Day,Talk Show,Talks Machina,,154,Up to C2E125 - The Neverending Day,2021-02-16,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/4u4H3ThBCa8,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_154,,False,Hosted by Brian Wayne Foster,False,
Webseries|Narrative Telephone|13|Questions & Quackery,Webseries,Narrative Telephone,,13,Questions & Quackery,2021-02-16,https://www.youtube.com/watch?v=IqHl0cn6LC4,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_13,,False,,False,
,Recap,Crit Recap Animated,,2,Come Together,2021-02-17,https://www.youtube.com/watch?v=8YPC4l7DJb4,https://criticalrole.fandom.com/wiki/Crit_Recap_Animated,0:03:56,False,Recaps C2E01–C2E08,False,
Main Campaign|Campaign Two: The Mighty Nein|126|Worth Fighting For,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,126,Worth Fighting For,2021-02-18,https://www.youtube.com/watch?v=guI9DCxK_es,https://criticalrole.fandom.com/wiki/Worth_Fighting_For,3:31:23,False,,False,
Special|Specials|C2E126a|Diablo One Shot,Special,Specials,,C2E126a,Diablo One Shot,2021-02-20,https://youtu.be/yODMT1m85FQ,https://criticalrole.fandom.com/wiki/Diablo_One_Shot,2:15:03,False,,False,
Webseries|Critter Hug|4|DM Combat Banquet,Webseries,Critter Hug,,4,DM Combat Banquet,2021-02-23,https://youtu.be/uxtCfTvuAl0,https://criticalrole.fandom.com/wiki/Critter_Hug,,False,Hosted by Matt Mercer and Mica Burton,False,
"Main Campaign|Campaign Two: The Mighty Nein|127|Sarsaparilla, Licorice, and Red Hot",Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,127,"Sarsaparilla, Licorice, and Red Hot",2021-02-25,https://www.youtube.com/watch?v=oagFBOV4MX4,"https://criticalrole.fandom.com/wiki/Sarsaparilla,_Licorice,_and_Red_Hot",3:18:21,False,,False,
"Talk Show|Talks Machina|155|Up to C2E127 - Sarsaparilla, Licorice, and Red Hot",Talk Show,Talks Machina,,155,"Up to C2E127 - Sarsaparilla, Licorice, and Red Hot",2021-03-02,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/lWJeWef2HwI,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_155,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign Two: The Mighty Nein|128|Cat and Mouse,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,128,Cat and Mouse,2021-03-04,https://www.youtube.com/watch?v=xPelkwqSOCs,https://criticalrole.fandom.com/wiki/Cat_and_Mouse,3:32:48,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|129|Between a Ball and a Hot Place,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,129,Between a Ball and a Hot Place,2021-03-11,https://www.youtube.com/watch?v=6nR3FGyyG4I,https://criticalrole.fandom.com/wiki/Between_a_Ball_and_a_Hot_Place,3:37:54,False,,False,
Talk Show|Talks Machina|156|Up to C2E129 - Between a Ball and a Hot Place,Talk Show,Talks Machina,,156,Up to C2E129 - Between a Ball and a Hot Place,2021-03-16,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/6dK3HTgxRH4,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_156,,False,Hosted by Brian Wayne Foster,False,
Webseries|Narrative Telephone|14|Familiar Feywild Fables,Webseries,Narrative Telephone,,14,Familiar Feywild Fables,2021-03-16,https://www.youtube.com/watch?v=0RIojCMvbrc,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_14,,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|130|The Calm Before the Storm,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,130,The Calm Before the Storm,2021-03-18,https://www.youtube.com/watch?v=mZ-dVqIlKAk,https://criticalrole.fandom.com/wiki/The_Calm_Before_the_Storm,4:05:32,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|131|Into the Eye,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,131,Into the Eye,2021-03-25,https://www.youtube.com/watch?v=VAG8d9F3ULU,https://criticalrole.fandom.com/wiki/Into_the_Eye,4:14:50,False,,False,
Talk Show|Talks Machina|157|Up to C2E131 - Into the Eye,Talk Show,Talks Machina,,157,Up to C2E131 - Into the Eye,2021-03-30,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/CdCAvtLPq20,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_157,,False,Hosted by Brian Wayne Foster,False,
Webseries|EverythingIsContent|16|Elder Scrolls Online: Blackwood,Webseries,EverythingIsContent,,16,Elder Scrolls Online: Blackwood,2021-03-31,https://youtu.be/_-j51P4gtrA,https://criticalrole.fandom.com/wiki/EverythingIsContent,,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|132|Aeor,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,132,Aeor,2021-04-01,https://www.youtube.com/watch?v=z_QadZ8S9rU,https://criticalrole.fandom.com/wiki/Aeor_(episode),3:39:19,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|133|Hunter and Hunted,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,133,Hunter and Hunted,2021-04-08,https://www.youtube.com/watch?v=6hB73g8SF_k,https://criticalrole.fandom.com/wiki/Hunter_and_Hunted,4:21:33,False,,False,
Talk Show|Talks Machina|158|Up to C2E133 - Hunter and Hunted,Talk Show,Talks Machina,,158,Up to C2E133 - Hunter and Hunted,2021-04-13,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/a53043LNSUE,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_158,,False,Hosted by Brian Wayne Foster,False,
,Recap,Crit Recap Animated,,3,Secrets of Zadash,2021-04-14,https://www.youtube.com/watch?v=qmaW5Egjpmg,https://criticalrole.fandom.com/wiki/Crit_Recap_Animated,0:04:17,False,Recaps C2E09–C2E16,False,
Main Campaign|Campaign Two: The Mighty Nein|134|The Streets of the Forgotten,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,134,The Streets of the Forgotten,2021-04-15,https://www.youtube.com/watch?v=vTwG0Tfvkbo,https://criticalrole.fandom.com/wiki/The_Streets_of_the_Forgotten,4:11:07,False,,False,
Webseries|Narrative Telephone|15|Chutney's Christmas Vacation,Webseries,Narrative Telephone,,15,Chutney's Christmas Vacation,2021-04-20,https://www.youtube.com/watch?v=dF8DwZqHhqE,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_15,,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|135|The Genesis Ward,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,135,The Genesis Ward,2021-04-22,https://www.youtube.com/watch?v=As-CPD7Z5As,https://criticalrole.fandom.com/wiki/The_Genesis_Ward,3:42:57,False,,False,
Talk Show|Talks Machina|159|Up to C2E135 - The Genesis Ward,Talk Show,Talks Machina,,159,Up to C2E135 - The Genesis Ward,2021-04-27,https://archive.org/details/talks-machina-discussing-c-2-e-135-the-genesis-ward,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_159,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign Two: The Mighty Nein|136|Hell or High Water,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,136,Hell or High Water,2021-04-29,https://www.youtube.com/watch?v=L3M4B2HmeS8,https://criticalrole.fandom.com/wiki/Hell_or_High_Water,3:37:29,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|137|Welcome to Cognouza,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,137,Welcome to Cognouza,2021-05-06,https://www.youtube.com/watch?v=l_loCAlJIVs,https://criticalrole.fandom.com/wiki/Welcome_to_Cognouza,3:07:41,False,,False,
Talk Show|Talks Machina|160|Up to C2E137 - Welcome to Cognouza,Talk Show,Talks Machina,,160,Up to C2E137 - Welcome to Cognouza,2021-05-11,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/CCerTD4t_hI,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_160,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign Two: The Mighty Nein|138|Where There Is a Will...,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,138,Where There Is a Will...,2021-05-13,https://www.youtube.com/watch?v=abczYOn1lIQ,https://criticalrole.fandom.com/wiki/Where_There_Is_a_Will...,3:27:47,False,,False,
Webseries|Narrative Telephone|16|Of Heists and Horses,Webseries,Narrative Telephone,,16,Of Heists and Horses,2021-05-18,https://youtu.be/9KlbicMqpVA,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_16,,False,,False,
,Recap,Crit Recap Animated,,4,The Gentleman's Bargain,2021-05-19,https://www.youtube.com/watch?v=PF3FXQagrsA,https://criticalrole.fandom.com/wiki/Crit_Recap_Animated,0:04:03,False,Recaps C2E17–C2E25,False,
Main Campaign|Campaign Two: The Mighty Nein|139|Rebirth,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,139,Rebirth,2021-05-20,https://www.youtube.com/watch?v=KCX70GGxpoA,https://criticalrole.fandom.com/wiki/Rebirth,3:49:58,False,,False,
Special|Specials|C2E139b|The Elder Scrolls Online: Blackwood - Part I: Death & Taxes,Special,Specials,,C2E139b,The Elder Scrolls Online: Blackwood - Part I: Death & Taxes,2021-05-24,https://youtu.be/E-YCzpYDIyA,https://criticalrole.fandom.com/wiki/The_Elder_Scrolls_Online:_Blackwood_-_Part_I:_Death_%26_Taxes,3:37:05,False,,False,
Talk Show|Talks Machina|161|Up to C2E139 - Rebirth,Talk Show,Talks Machina,,161,Up to C2E139 - Rebirth,2021-05-25,https://web.archive.org/web/2oe_/http://wayback-fakeurl.archive.org/yt/hUkoKy_zPEI,https://criticalrole.fandom.com/wiki/Talks_Machina_Episode_161,,False,Hosted by Brian Wayne Foster,False,
Main Campaign|Campaign Two: The Mighty Nein|140|Long May He Reign,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,140,Long May He Reign,2021-05-27,https://www.youtube.com/watch?v=W5O0bbA7Pn8,https://criticalrole.fandom.com/wiki/Long_May_He_Reign,4:45:45,False,,False,
Webseries|EverythingIsContent|17|ESO: Blackwood Part 2,Webseries,EverythingIsContent,,17,ESO: Blackwood Part 2,2021-05-28,https://youtu.be/Xed2wNI4ffk,https://criticalrole.fandom.com/wiki/EverythingIsContent,,False,,False,
Main Campaign|Campaign Two: The Mighty Nein|141|Fond Farewells,Main Campaign,Campaign Two: The Mighty Nein,Arc 6: Weird Magic,141,Fond Farewells,2021-06-03,https://www.youtube.com/watch?v=lEZ5UPPtaHA,https://criticalrole.fandom.com/wiki/Fond_Farewells,7:02:56,False,,False,
Special|Specials|C2E141a|Critical Role Campaign 2 Wrap Up,Special,Specials,,C2E141a,Critical Role Campaign 2 Wrap Up,2021-06-17,https://youtu.be/bE2EUHzr0Fs,https://criticalrole.fandom.com/wiki/Critical_Role_Campaign_2_Wrap_Up,4:11:17,False,,False,
Special|Specials|C2E141b|Vox Machina vs. Mighty Nein,Special,Specials,,C2E141b,Vox Machina vs. Mighty Nein,2021-06-18,https://youtu.be/LpBIQhWAhuM,https://criticalrole.fandom.com/wiki/Vox_Machina_vs._Mighty_Nein,4:19:52,False,,False,
Miniseries|Miniseries|1|The Nameless Ones,Miniseries,Exandria Unlimited,Prime,1,The Nameless Ones,2021-06-24,https://youtu.be/-ijPD6yNdMs,https://criticalrole.fandom.com/wiki/The_Nameless_Ones,4:09:17,False,,False,
Miniseries|Miniseries|2|The Oh No Plateau,Miniseries,Exandria Unlimited,Prime,2,The Oh No Plateau,2021-07-01,https://youtu.be/Hjucx2vz5Mg,https://criticalrole.fandom.com/wiki/The_Oh_No_Plateau,3:57:39,False,,False,
,Recap,Crit Recap Animated,,5,Iron and Blood,2021-07-07,https://www.youtube.com/watch?v=65SagajGshs,https://criticalrole.fandom.com/wiki/Crit_Recap_Animated,0:03:45,False,Recaps C2E26–C2E35,False,
Miniseries|Miniseries|3|A Glorious Return,Miniseries,Exandria Unlimited,Prime,3,A Glorious Return,2021-07-08,https://youtu.be/YDHxT4UT8NI,https://criticalrole.fandom.com/wiki/A_Glorious_Return,3:17:55,False,,False,
Miniseries|Miniseries|4|By the Road,Miniseries,Exandria Unlimited,Prime,4,By the Road,2021-07-15,https://youtu.be/qAhw51d3cGw,https://criticalrole.fandom.com/wiki/By_the_Road,4:25:32,False,,False,
Miniseries|Miniseries|5|A Test of Worth,Miniseries,Exandria Unlimited,Prime,5,A Test of Worth,2021-07-22,https://youtu.be/Bj0Jd5mzLsI,https://criticalrole.fandom.com/wiki/A_Test_of_Worth,3:55:28,False,,False,
Miniseries|Miniseries|6|The Gift Among the Green,Miniseries,Exandria Unlimited,Prime,6,The Gift Among the Green,2021-07-29,https://youtu.be/sLxUyJWXA0w,https://criticalrole.fandom.com/wiki/The_Gift_Among_the_Green,4:45:11,False,,False,
Webseries|Critter Hug|5|Impossible Bard Make Up,Webseries,Critter Hug,,5,Impossible Bard Make Up,2021-07-29,https://youtu.be/mf5E6RfY3PQ,https://criticalrole.fandom.com/wiki/Critter_Hug,,False,Hosted by Matt Mercer and Mica Burton,False,
Miniseries|Miniseries|7|Beyond the Heart City,Miniseries,Exandria Unlimited,Prime,7,Beyond the Heart City,2021-08-05,https://youtu.be/LIrsjzz9TAQ,https://criticalrole.fandom.com/wiki/Beyond_the_Heart_City,4:02:31,False,,False,
Miniseries|Miniseries|8|What Comes Next,Miniseries,Exandria Unlimited,Prime,8,What Comes Next,2021-08-12,https://youtu.be/73DU7qK-_xs,https://criticalrole.fandom.com/wiki/What_Comes_Next,3:32:29,False,,False,
Webseries|EverythingIsContent|18|ESO: Blackwood Part 3,Webseries,EverythingIsContent,,18,ESO: Blackwood Part 3,2021-08-17,https://youtu.be/lnULjkX9ygA,https://criticalrole.fandom.com/wiki/EverythingIsContent,,False,,False,
,Recap,Crit Recap Animated,,6,Adventure on the High Seas,2021-08-18,https://www.youtube.com/watch?v=OGOiAaiNRCQ,https://criticalrole.fandom.com/wiki/Crit_Recap_Animated,0:04:44,False,Recaps C2E36–C2E47,False,
Special|Specials|C2E141c|The Elder Scrolls Online: Blackwood - Part II: A Faulty Foundation,Special,Specials,,C2E141c,The Elder Scrolls Online: Blackwood - Part II: A Faulty Foundation,2021-08-19,https://youtu.be/MX5qmiUJYBo,https://criticalrole.fandom.com/wiki/The_Elder_Scrolls_Online:_Blackwood_-_Part_II:_A_Faulty_Foundation,4:19:52,False,,False,
Special|Specials|C2E141d|Exandria Unlimited Wrap-Up,Special,Specials,,C2E141d,Exandria Unlimited Wrap-Up,2021-08-26,https://youtu.be/uFSO0IuBrnw,https://criticalrole.fandom.com/wiki/Exandria_Unlimited_Wrap-Up,1:45:59,False,,False,
Special|Specials|C2E141e|The Nautilus Ark: A Johnson Corp Odyssey,Special,Specials,,C2E141e,The Nautilus Ark: A Johnson Corp Odyssey,2021-09-09,https://youtu.be/LaKl58BUASo,https://criticalrole.fandom.com/wiki/The_Nautilus_Ark:_A_Johnson_Corp_Odyssey,3:23:19,False,,False,
Webseries|Narrative Telephone|17|The Curious Casanova,Webseries,Narrative Telephone,,17,The Curious Casanova,2021-09-23,https://www.youtube.com/watch?v=YZKDmvFG6A4,https://criticalrole.fandom.com/wiki/Narrative_Telephone#Episode_17,,False,,False,
Special|Specials|C2E141f|Exandria: An Intimate History,Special,Specials,,C2E141f,Exandria: An Intimate History,2021-10-13,https://youtu.be/DYBM3myR914,https://criticalrole.fandom.com/wiki/Exandria:_An_Intimate_History,0:09:55,False,,False,
,Recap,Crit Recap Animated,,7,The Other Side,2021-10-14,https://www.youtube.com/watch?v=YmKVf1Mp5HQ,https://criticalrole.fandom.com/wiki/Crit_Recap_Animated,0:05:33,False,Recaps C2E48–C2E69,False,
